u,g,r,i,z,specClass,redshift,redshifterr
18.508465,17.124771,16.672266,16.367699,16.285986,2,0.0332967,0.000173712
19.514593,17.634026,16.694351,16.285425,15.943928,2,0.0825181,0.000162638
18.266596,17.525482,17.37384,17.114695,17.059677,2,0.0470177,3.4001e-05
16.240095,14.397834,13.551887,13.094082,12.725065,2,0.0330897,0.000187995
19.265577,18.973726,18.739016,18.731594,18.879368,3,1.33001,0.00179308
19.346296,17.433119,16.425259,15.97577,15.628739,2,0.114745,0.000150759
19.522247,18.250032,17.831894,17.6545,17.634161,2,0.0453594,0.00014387
17.705349,16.388779,15.783727,15.428966,15.175302,2,0.0655354,0.000154697
19.00252,17.970938,17.545446,17.268967,17.12377,2,0.107776,9.50283e-05
19.08139,17.843363,17.195953,16.815578,16.65668,2,0.107715,0.000179275
17.23516,16.075678,15.5527115,15.296966,15.08044,2,0.0113625,9.32252e-05
18.721485,17.257532,16.463352,16.072594,15.801243,2,0.113265,0.000141522
19.196255,17.748758,16.913355,16.497023,16.217314,2,0.10642,0.000143894
18.516857,16.898478,16.165562,15.832076,15.593336,2,0.0118496,0.000176797
18.523018,17.029745,16.320742,15.947887,15.692232,2,0.0109437,0.000145298
18.971573,17.468721,16.698414,16.324501,16.075436,2,0.106854,0.000127313
18.789303,17.447987,16.688822,16.32401,16.056995,2,0.132723,0.000129269
19.045244,17.826372,17.307117,17.010353,16.820602,2,0.101643,0.000102356
19.528612,18.024673,17.213358,16.820576,16.5364,2,0.102055,0.000147781
19.195145,17.631287,16.788973,16.33076,16.015093,2,0.102271,0.000107946
19.061565,17.889656,17.293978,16.92057,16.720758,2,0.102589,9.64817e-05
19.2064,17.501137,16.486593,16.082771,15.759405,2,0.160273,0.000138889
17.727924,16.865067,16.536686,16.376966,16.28499,2,0.00408274,1.01598e-05
17.60507,16.798449,16.325035,15.969776,15.845653,2,0.0644073,8.68779e-05
19.482946,17.926641,17.07964,16.631136,16.248678,2,0.0333206,8.46358e-05
18.346165,18.19489,17.875313,17.8785,17.972507,3,1.14944,0.00187772
19.419289,17.63488,16.650303,16.198664,15.856408,2,0.101941,0.000136007
17.948479,17.014908,16.6749,16.512863,16.43884,2,0.0064587,5.81204e-05
19.257116,19.068104,18.769985,18.778257,18.663706,3,1.00416,0.00154746
19.312328,18.465622,17.78984,17.418663,17.237133,2,0.205187,9.3935e-05
19.478458,17.728827,16.961432,16.636326,16.382257,2,0.112281,0.000115335
19.29087,18.122234,17.173191,16.72685,16.42021,2,0.162984,0.000166123
17.177643,15.425308,14.575441,14.154997,13.802724,2,0.0542542,0.000172742
16.99936,15.851293,15.39892,15.136624,14.945328,2,0.0328105,8.67229e-05
18.439285,16.756351,15.963421,15.586778,15.285884,2,0.0323784,0.000164351
19.098017,17.72951,16.992735,16.604094,16.331173,2,0.129981,0.000162779
19.01436,17.588825,16.830935,16.403936,16.105518,2,0.116461,0.000184612
19.164703,18.14911,17.710735,17.41958,17.2849,2,0.0663094,7.79716e-05
19.37669,17.930552,17.14595,16.774755,16.490843,2,0.0991626,0.000147809
19.13382,17.728722,17.017408,16.52609,16.273283,2,0.099462,3.35044e-05
18.379028,16.376917,15.461325,15.034493,14.694925,2,0.06032,0.000202871
19.521688,18.177076,17.478727,17.139683,16.931902,2,0.10431,0.000102993
19.09148,17.940916,17.4466,17.167746,16.999493,2,0.0632318,9.55681e-05
19.405268,18.090473,17.619429,17.362614,17.371626,2,0.0592843,0.00010672
18.46479,16.730936,15.89985,15.46521,15.149963,2,0.0971916,0.000163281
18.66019,16.797527,15.910523,15.48648,15.126688,2,0.0605175,0.000180419
19.118923,17.249968,16.332241,15.904151,15.542305,2,0.0964352,0.000133633
19.184994,18.001333,17.526114,17.264166,17.138746,2,0.0496202,0.000271195
18.714573,17.322842,16.641441,16.251116,15.975216,2,0.0521264,0.0001019
18.94658,17.776129,17.222631,16.85974,16.701443,2,0.0997553,9.03042e-05
18.955807,17.093615,16.199438,15.791951,15.480023,2,0.0742038,0.000146198
19.309635,17.747879,16.747684,16.282648,15.894948,2,0.163066,0.000179702
19.294397,18.245037,17.808657,17.495745,17.36772,2,0.0982078,7.84072e-05
18.966267,17.099314,16.250443,15.831365,15.545193,2,0.0632751,0.000201781
18.173752,16.82419,16.30884,15.966045,15.824876,2,0.0517855,0.000185994
18.433973,17.169003,16.490374,16.123802,15.882545,2,0.0945615,0.000124134
19.416351,18.246346,17.660503,17.319412,17.142239,2,0.1323,9.7076e-05
19.529829,18.92867,18.791464,18.399342,18.563385,2,0.0958187,0.000740348
18.439959,16.718254,15.960709,15.577366,15.242598,2,0.0600892,0.000166582
18.726013,17.620638,17.22656,16.92624,16.78555,2,0.0490343,9.98964e-05
18.533085,17.053596,16.317455,15.901068,15.615432,2,0.060609,9.9393e-05
18.138134,17.283176,16.98803,16.721165,16.620556,2,0.0425815,7.87538e-05
18.996326,17.730091,17.189116,16.874336,16.712101,2,0.0866693,9.46601e-05
19.593927,18.49795,17.850588,17.439762,17.22527,2,0.140801,9.84098e-05
18.636105,17.466158,16.868887,16.518791,16.299519,2,0.0994694,0.000159078
18.260017,16.41915,15.582308,15.181474,14.864831,2,0.0501067,0.000170641
19.207767,17.99135,17.646809,17.442263,17.28663,2,0.0501556,-7.663513e-15
18.737406,17.457726,16.767147,16.372377,16.150599,2,0.0704424,0.000173453
18.899157,17.781836,17.266544,16.964134,16.878628,2,0.115485,9.48123e-05
19.362358,17.294987,16.148153,15.683945,15.327804,2,0.151967,0.000188924
19.440645,17.777626,16.736786,16.281168,15.921859,2,0.152883,0.000139788
18.826744,16.877022,15.974715,15.566516,15.247591,2,0.0757653,0.000176306
17.989973,16.678732,16.031769,15.692979,15.484687,2,0.0745951,0.000180579
19.01149,17.119675,16.189005,15.789523,15.467504,2,0.0751002,0.000168356
19.338963,17.407475,16.490854,16.066776,15.719532,2,0.0751285,0.000203732
18.913412,17.590841,16.960741,16.595058,16.373262,2,0.0744272,0.000148445
19.103544,17.165718,16.200638,15.771695,15.447745,2,0.076667,0.00017187
18.270014,16.355482,15.34399,14.898521,14.56311,2,0.0983088,0.000203184
17.924145,16.114748,15.266314,14.846921,14.540657,2,0.0650911,0.000159306
16.683847,15.836314,15.638078,15.446864,15.37435,2,0.0428881,7.5157e-05
18.401445,17.267366,16.769096,16.469929,16.352715,2,0.052517,0.000206056
19.542196,19.215187,19.222137,18.953188,18.835577,3,0.588676,0.00199166
18.767195,18.557264,18.56318,18.570234,18.48114,3,2.07672,0.00177982
18.226156,18.049004,17.972214,17.782557,17.817207,3,1.53386,0.00182561
18.255995,17.307295,16.910646,16.564014,16.42521,2,0.0962507,0.00089296
18.858484,17.457949,16.853825,16.553165,16.342377,2,0.0748126,0.000177351
18.455414,17.138983,16.521881,16.183634,15.964453,2,0.0629567,0.000165936
17.966228,17.37782,16.75746,16.415487,16.200659,2,0.147309,0.00119856
17.87167,16.582462,15.953459,15.63444,15.393266,2,0.0536283,0.000190025
19.532429,17.654938,16.545736,16.119223,15.801433,2,0.150165,0.000161364
18.922127,17.93677,17.654696,17.452038,17.315971,2,0.0375381,8.23926e-05
19.338514,18.005524,17.158905,16.76935,16.500322,2,0.139315,0.000156677
19.467955,17.590038,16.585926,16.164478,15.846484,2,0.0995386,0.000155992
19.418915,19.100096,19.015324,18.701633,18.75294,3,1.84874,0.00213351
18.46302,16.646809,15.777893,15.381448,15.073766,2,0.074583,0.00014913
19.490925,18.185438,17.506676,17.134682,16.930433,2,0.0751222,0.000165304
19.293894,18.059065,17.176662,16.782726,16.48892,2,0.195953,0.000123051
18.420591,18.321304,18.197672,18.202536,18.201324,3,1.04037,0.00176521
18.054913,16.798613,16.298687,16.011587,15.856418,2,0.0604638,0.000152066
18.55998,17.646856,17.457779,17.19465,17.174038,2,0.0703129,9.64244e-05
19.090248,17.98826,17.633423,17.402483,17.297407,2,0.0698011,9.52401e-05
19.150658,18.82825,18.755915,18.824457,18.584219,3,0.808561,0.00145958
19.375929,18.750319,18.71663,18.59784,18.494493,2,0.0376577,9.41314e-05
19.481579,18.219692,17.560015,17.14274,16.919718,2,0.0930026,9.59959e-05
16.92578,15.775524,15.397948,15.191669,15.130069,2,0.00944929,0.00025392
18.952028,17.199436,16.452574,16.106657,15.849024,2,0.060738,0.000149884
18.081316,17.161797,16.866732,16.747942,16.847681,2,0.0278229,9.92561e-05
18.39055,17.873026,17.96152,17.909885,18.021887,3,0.636754,0.00188277
18.501448,17.528078,17.208223,16.909374,16.8079,2,0.0752199,8.19667e-05
18.387009,18.30982,18.17112,18.20651,18.317717,3,1.21499,0.00169146
19.446974,18.232292,17.614712,17.253658,17.0449,2,0.0558245,7.06558e-05
17.6834,16.744978,16.376842,16.07309,16.021935,2,0.102527,3.85918e-05
18.970503,17.640392,17.020588,16.692406,16.498669,2,0.0993779,0.000157534
17.635088,16.620867,16.263218,16.099545,15.984141,2,0.0280598,7.32717e-05
18.583736,18.22943,18.170368,18.003542,18.03422,3,0.658882,0.00136475
18.411844,17.024656,16.421474,16.04492,15.84637,2,0.0642611,-2560.6282
18.643585,17.311829,16.958134,16.789913,16.752169,2,0.0441043,9.24524e-05
19.313446,18.019152,17.16767,16.760178,16.411757,2,0.171978,0.00012261
18.416563,17.190504,16.774218,16.491852,16.391,2,0.0593541,8.39295e-05
19.10527,17.920824,17.29785,16.94889,16.767332,2,0.1521,0.000152862
18.952492,17.329485,16.644238,16.33951,16.11647,2,0.0910101,0.000157238
19.330824,17.892193,17.214396,16.787506,16.511538,2,0.0602993,8.57362e-05
19.587631,18.3343,17.518375,17.141378,16.906525,2,0.17879,0.000152163
18.710733,17.707558,17.155178,16.756111,16.613287,2,0.0772702,7.88763e-05
19.427393,18.20709,17.474524,17.089584,16.954462,2,0.180137,6.819849e-33
17.749846,19.117298,22.666723,25.854637,25.023508,2,0.0238238,8.04991e-05
18.51101,17.237494,16.837843,16.612064,16.453894,2,0.0460687,0.000101289
18.624311,17.320845,16.72882,16.381287,16.153204,2,0.0666298,0.00014263
18.927906,17.692406,17.16831,16.863026,16.66727,2,0.0668718,8.81364e-05
19.155912,18.02169,17.400076,17.04751,16.8185,2,0.112587,9.76696e-05
18.515623,17.525782,17.248558,17.045128,16.87639,2,0.0409958,7.32674e-05
19.504908,17.647606,16.680414,16.238646,15.904173,2,0.129195,0.000145106
18.966713,16.841898,15.7484455,15.259362,14.918959,2,0.142848,0.000166144
18.834482,18.194824,17.917442,17.691748,17.665216,3,1.57724,0.00221523
18.830145,17.672556,17.203371,16.987915,16.878944,2,0.0281333,8.9287e-05
19.058546,17.414484,16.656466,16.287584,15.988816,2,0.0334503,0.000100747
18.195704,17.045595,16.602768,16.326145,16.135902,2,0.0346596,8.20627e-05
17.540043,15.520486,14.660046,14.206529,13.803129,2,0.0323457,0.000210882
18.17184,17.35314,17.162912,17.041399,16.918442,2,0.0320098,6.9665e-05
19.428598,17.722334,16.999502,16.626692,16.330906,2,0.0316066,0.000156837
18.881914,18.949223,18.446228,18.418911,18.412943,3,1.29336,0.00178585
18.904562,17.123192,16.273384,15.88488,15.575022,2,0.049513,0.000143933
17.026583,15.242066,14.4323225,14.061435,13.749009,2,0.0340491,0.000182887
18.913895,17.781994,17.374704,17.14895,16.984879,2,0.046278,8.817e-05
17.563303,15.687502,14.83352,14.42884,14.077974,2,0.0323371,0.000191829
18.000317,16.435165,15.666364,15.264366,14.903759,2,0.0366813,0.000170288
17.263464,15.309431,14.415985,13.975551,13.605925,2,0.0359463,0.000172764
19.266521,17.710764,16.966251,16.625343,16.266647,2,0.0328985,0.000110257
19.453125,19.322044,19.259407,19.076757,18.983526,3,1.72059,0.00167254
18.07204,16.180351,15.385578,15.019685,14.703271,2,0.0322535,0.000161492
19.201462,17.534243,16.800215,16.477116,16.192385,2,0.0328786,0.000146972
16.733675,15.062113,14.308673,13.938042,13.626329,2,0.0319346,0.000169803
19.351503,18.29088,17.622425,17.265491,17.04665,2,0.211298,0.000111639
18.736568,17.536814,17.075594,16.760815,16.594294,2,0.0601784,0.000196949
19.243206,17.793583,17.052038,16.719004,16.420376,2,0.0335779,0.000156027
17.614994,15.713222,14.875877,14.488125,14.169063,2,0.0325827,0.000185675
17.906923,16.185783,15.379097,15.012073,14.705451,2,0.0328179,0.000166634
19.208069,18.12166,17.645365,17.314802,17.122612,2,0.0945458,0.00018773
17.385406,15.559535,14.757438,14.3536825,14.064671,2,0.0328381,0.000172063
18.888197,17.570976,16.957325,16.623281,16.363798,2,0.0669848,8.78247e-05
18.615562,17.8877,17.586235,17.252222,17.179201,3,6.832506e-33,2.0583083e-23
18.577032,16.71575,15.81635,15.416849,15.109435,2,0.0824408,0.000169735
17.840225,16.446655,15.759522,15.36919,15.140866,2,0.0643415,9.52936e-05
17.774836,16.600569,16.092121,15.788418,15.6434765,2,0.0565346,0.000172107
19.387465,18.177725,17.634762,17.374508,17.187204,2,0.0644456,0.000108807
18.213043,17.397207,17.129072,16.714985,16.762686,2,0.0814759,4.26358e-05
18.315868,16.925407,16.287687,15.889593,15.649333,2,0.0642326,0.000167552
17.781237,15.898081,15.047499,14.669955,14.379206,2,0.0645002,0.000176135
19.167486,18.124365,17.723936,17.46813,17.296381,2,0.0645083,7.79967e-05
18.593786,16.703415,15.816717,15.380065,15.061431,2,0.0570355,0.000179984
19.129461,17.761343,17.06213,16.627708,16.315033,2,0.0963802,0.000186765
18.936172,17.016209,15.979686,15.553175,15.171144,2,0.109767,0.000182828
19.308292,17.510574,16.474546,15.974687,15.558381,2,0.0822969,0.000144231
19.353096,17.249481,16.284384,15.8429165,15.494604,2,0.0852562,0.000170542
19.123005,17.20212,16.253347,15.8348675,15.503357,2,0.0855068,0.000160306
19.422724,17.443787,16.525148,16.095423,15.77574,2,0.0840374,0.000160654
19.346245,18.969131,18.727337,18.737143,18.615194,3,2.13208,0.00170209
18.202255,16.646837,15.971448,15.624359,15.323234,2,0.037136,0.00015888
17.86654,16.701332,16.26438,16.033213,15.885129,2,0.0308404,0.000172099
18.335957,18.31839,18.244911,18.237722,17.760044,3,0.283249,0.0012974
18.432205,16.868305,16.093224,15.6698885,15.376891,2,0.0627803,0.000151799
19.214981,17.210533,16.260025,15.835067,15.507985,2,0.0797662,0.000178445
19.418203,18.310589,17.809832,17.484293,17.262995,2,0.079771,7.59091e-05
18.030643,17.741697,17.86438,17.931894,17.884333,3,0.708683,0.00158131
16.731302,15.329588,14.660823,14.307859,14.02026,2,0.0295594,0.00011337
19.330559,19.129807,19.134398,19.137766,19.073761,3,0.853436,0.00119097
18.449326,16.597555,15.724385,15.324982,14.975729,2,0.112789,0.000139155
19.498081,18.033207,16.971111,16.489609,16.19213,2,0.197919,0.000156719
19.396612,17.418865,16.40216,16.08097,18.09904,2,0.160162,0.000104509
19.223322,17.479103,16.546265,16.012947,15.615846,2,0.0803862,0.000175562
18.532959,17.366114,16.907766,16.590935,16.414547,2,0.0780984,8.70518e-05
19.01055,17.212622,16.316776,15.896913,15.542852,2,0.0295006,0.000160985
17.824429,16.069452,15.247109,14.878794,14.585234,2,0.0845338,0.00016198
19.307236,18.226685,17.779888,17.459179,17.391172,2,0.0832169,5.29828e-05
19.153517,17.500406,16.68943,16.29638,16.012651,2,0.0845026,0.000141158
19.470324,17.473732,16.381943,15.919973,15.522412,2,0.106305,0.00016313
19.028046,17.276321,16.303978,15.895636,15.562775,2,0.108996,0.000154096
18.992418,17.342796,16.493418,16.039713,15.69253,2,0.0793353,0.000172832
16.078838,15.887271,15.671431,15.0759945,15.143957,3,0.110156,0.00122478
18.96884,17.648855,17.279188,17.05775,17.18896,2,0.0230377,0.000137748
19.48851,17.62713,16.740723,16.27176,15.905908,2,0.0694125,0.000155811
18.832048,16.456554,15.559559,15.030328,14.555897,2,0.0568782,0.000188821
17.926882,16.337812,15.4911,15.044699,14.691551,2,0.0695842,0.000192114
17.993639,17.05964,16.759068,16.488638,16.395958,2,0.0539475,8.08388e-05
19.525467,18.42882,17.871185,17.496159,17.333809,2,0.112874,6.78935e-05
18.628786,18.495533,18.236544,18.231428,18.113512,3,0.981559,0.0015731
19.274448,18.920628,18.523764,18.519453,18.485733,3,1.02752,0.00161401
17.521957,16.388866,15.835182,15.56565,15.350625,2,0.0138607,4.08806e-06
18.894598,17.331566,16.614464,16.158731,15.915895,2,0.0703711,0.00104017
19.557142,18.430182,17.833729,17.45581,17.265451,2,0.135857,9.17415e-05
19.13858,18.01541,17.616894,17.38518,17.215752,2,0.0316738,7.16161e-05
19.339407,18.290878,17.847883,17.517237,17.418407,2,0.0974633,9.31035e-05
18.88214,17.579536,17.110725,16.889181,16.892569,2,0.0302476,0.00025262
17.46522,15.518542,14.68666,14.29576,13.983052,2,0.0302261,0.000170304
18.786114,17.625603,17.093964,16.747139,16.4957,2,0.103391,8.50459e-05
19.581799,18.251259,17.741184,17.517012,17.265673,2,0.05085,2.87656e-05
18.726606,16.660948,15.785845,15.3232765,14.956559,2,0.0548299,0.000144739
19.137514,17.638884,16.918686,16.527899,16.215965,2,0.0893869,0.000227912
19.200111,17.231165,16.223948,15.790957,15.413645,2,0.102922,0.000147393
18.249662,17.386696,17.07258,16.836926,16.59203,2,0.0510407,7.27932e-05
19.543417,17.619925,16.715084,16.301434,15.830877,2,0.0506034,0.000159753
19.212872,18.022879,17.525524,17.264217,17.03404,2,0.0606806,9.16384e-05
18.680292,17.711815,17.489716,17.331076,17.224924,2,0.0329764,8.66192e-05
18.628988,17.336857,16.660952,16.28355,16.00228,2,0.0910685,0.000163807
18.903378,16.840178,15.871621,15.441176,15.090065,2,0.0836765,0.000159112
19.197775,17.170143,16.221657,15.781122,15.417733,2,0.0635661,0.000158891
19.305506,18.03347,17.619398,17.354395,17.091537,2,0.0795462,9.92874e-05
17.144722,15.400526,14.587997,14.180968,13.868004,2,0.0383071,0.000140078
19.486906,19.379501,19.169518,19.121252,19.16808,3,1.34879,0.00360768
19.46298,18.147268,17.505743,17.088018,16.859129,2,0.0897592,0.000104612
18.851757,16.958445,16.079231,15.647883,15.3401165,2,0.0597741,0.000171337
18.928534,18.006716,17.754158,17.440252,17.365423,2,0.0832228,4.28346e-05
19.510853,18.009167,17.153446,16.675186,16.326307,2,0.127879,0.000100136
19.394135,19.21034,18.982317,19.058594,19.173786,3,1.08304,0.00195979
19.526098,17.877058,16.955696,16.536808,16.206953,2,0.127494,0.000133956
19.342363,17.543385,16.605745,16.177406,15.871048,2,0.0744349,0.000169071
19.012716,17.680212,17.02327,16.595173,16.352938,2,0.0785393,9.39168e-05
19.566196,18.410872,17.631466,17.217941,16.955378,2,0.163461,0.000109251
17.089024,15.247241,14.4092045,14.014651,13.71672,2,0.0317678,0.000185291
19.246706,17.241613,16.328905,15.892411,15.569714,2,0.0609971,0.000171171
19.318579,19.106016,19.198896,19.035168,19.044624,3,1.66041,0.0028495
18.364986,17.168533,16.525991,16.153532,15.888066,2,0.0931558,0.000148114
18.366045,16.59145,15.588499,15.091158,14.768348,2,0.0931352,0.000196855
17.44822,16.18519,15.667027,15.389343,15.16964,2,0.0319776,0.000173825
18.904566,17.596954,16.860767,16.429565,16.215405,2,0.0891412,0.000103682
19.3472,17.411425,16.49117,16.079273,15.735142,2,0.0900258,0.000146371
18.551514,17.371124,16.834373,16.560452,16.3284,2,0.0293152,6.99368e-05
18.392757,16.440428,15.529214,15.128239,14.8047085,2,0.0625937,0.000175429
18.070606,16.89158,16.309973,15.945544,15.707189,2,0.0617577,0.000106216
18.911186,17.660744,17.111305,16.850416,16.700588,2,0.0347206,0.000195257
18.562094,18.395376,18.295555,18.262674,18.12665,3,2.07211,0.00180552
18.860268,17.531492,16.764475,16.384571,16.103874,2,0.128737,0.000152207
18.88207,17.322365,16.57058,16.167458,15.882012,2,0.0770455,3.95173e-05
19.439854,18.067884,17.40535,17.062988,16.77809,2,0.108106,0.000197484
19.55744,18.124304,17.2499,16.801626,16.485569,2,0.127094,0.000184164
19.454996,18.913677,18.913685,18.784124,18.533669,3,2.25629,0.00128915
19.470661,19.223282,18.980394,18.95918,18.985752,3,1.41649,0.00106142
18.267538,16.43838,15.518533,15.06264,14.746649,2,0.088247,0.000160737
17.478855,16.089895,15.553593,15.272353,15.111704,2,0.029863,0.000145005
18.407755,16.52682,15.538669,15.119257,14.783535,2,0.0932205,0.000177055
19.587427,17.473265,16.45357,15.966569,15.583191,2,0.0915767,0.000177143
18.531326,17.268091,16.751575,16.408882,16.29636,2,0.0897774,0.000104543
19.370138,17.84786,17.14376,16.750423,16.506947,2,0.0913197,0.00017231
19.159237,17.540195,17.100784,16.819223,16.823364,2,0.062232,9.31614e-05
18.716377,18.476315,18.299927,17.967108,17.890808,3,1.73737,0.00169147
18.503407,17.3947,16.918758,16.579676,16.398695,2,0.0938482,5.42229e-05
19.507204,17.526594,16.457048,16.007116,15.645248,2,0.125053,0.000170466
19.162767,17.659016,16.903576,16.501352,16.193918,2,0.119646,0.000180042
19.345345,19.017885,18.819756,18.845757,18.666779,3,2.06914,0.00175356
19.461914,18.200907,17.511036,17.096706,16.816578,2,0.126621,9.46565e-05
18.862297,18.545635,18.605898,18.451,18.360813,3,0.507697,0.00109204
18.48495,17.400848,17.038412,16.81474,16.750038,2,0.0369426,8.63802e-05
18.555649,17.372044,16.858103,16.50034,16.31695,2,0.0902604,9.886e-05
18.944908,17.95618,17.607534,17.342077,17.2494,2,0.0901966,8.70922e-05
19.212288,17.684666,16.955828,16.59981,16.318064,2,0.08978,0.000139848
17.488934,16.250944,15.711506,15.480905,15.302937,2,0.0216023,0.000150317
18.4858,18.383242,18.395983,18.174644,18.15205,3,1.82556,0.0021771
19.44753,17.503813,16.45996,16.044909,15.685161,2,0.112521,0.000168563
16.330553,15.104251,14.540194,14.234692,13.909426,2,0.0288505,8.17068e-05
18.714567,17.496391,17.145773,17.03772,16.944595,2,0.0285047,7.84538e-05
19.3289,18.151588,17.423174,17.077082,16.825987,2,0.114216,0.000199166
19.369528,17.489027,16.6109,16.228857,15.891987,2,0.110603,0.000121377
19.054579,17.981838,17.416082,17.07463,16.85294,2,0.110526,5.37723e-05
19.20609,17.31453,16.286934,15.849257,15.483578,2,0.109051,0.000160685
19.56499,17.642878,16.74347,16.344164,16.008986,2,0.0733147,0.00015495
18.485529,18.203234,18.340899,18.256914,18.355877,3,0.578912,0.00151988
19.4575,18.218409,17.458303,17.056175,16.788412,2,0.108345,8.78589e-05
18.603828,16.598362,15.567496,15.125086,14.776881,2,0.109342,0.000169577
17.982946,16.815367,16.295494,15.954432,15.75199,2,0.0691406,9.51774e-05
18.425497,16.498058,15.63397,15.205312,14.8653965,2,0.0744016,0.000161169
18.996815,16.863922,15.835113,15.390871,14.999318,2,0.110395,0.000196376
18.341671,16.99462,16.356798,15.956688,15.727798,2,0.0760154,8.67411e-05
19.455791,17.88708,17.084293,16.682352,16.396297,2,0.108332,0.000152216
18.641766,17.154594,16.57244,16.244253,16.107906,2,0.0737299,0.000196622
16.176899,14.5628,13.852707,13.5129385,13.291142,2,0.0285369,0.000155356
19.169085,18.124384,17.676027,17.532469,17.331745,2,0.0291837,0.000156738
19.540972,17.68939,16.66556,16.23001,15.860223,2,0.115449,0.000160615
19.42507,17.512114,16.513906,16.0788,15.707152,2,0.10844,0.000156532
17.400024,15.528473,14.677072,14.269062,13.959044,2,0.0284067,0.00017991
18.921284,17.56241,16.728142,16.323488,16.02636,2,0.122068,9.42004e-05
18.529835,18.199127,17.727541,17.388714,17.286901,3,0.236726,0.000849193
19.450315,17.47863,16.489195,16.02872,15.658625,2,0.101453,0.000165953
19.001719,17.25834,16.333075,15.907202,15.6035385,2,0.102032,0.00014606
17.576796,17.481125,17.071423,17.038631,17.004221,3,1.28843,0.00144464
19.354935,17.55994,16.720726,16.250149,15.920684,2,0.0817806,0.000160252
19.559525,18.33255,17.631462,17.241653,16.994846,2,0.137502,0.000109234
19.071527,17.439323,16.751154,16.418047,16.15845,2,0.0304597,0.00014825
16.678976,14.797669,13.990981,13.583748,13.303128,2,0.0192646,0.000175549
17.897066,17.157352,16.896118,16.853325,16.687716,2,0.0116505,0.000956112
18.30728,17.019093,16.49608,16.259907,16.153091,2,0.0191583,0.000177879
18.75156,18.107115,17.929829,17.888575,17.651867,4,2.3946,0.010023
18.958109,17.71476,16.958408,16.571564,16.24411,2,0.041993,0.000188826
19.224716,17.973083,17.459612,17.214214,16.9521,2,0.0304043,9.68061e-05
18.362526,17.267626,16.87867,16.642912,16.451431,2,7.663389e-15,-7.955879e-06
19.39567,19.23307,18.845055,18.958635,18.924747,3,1.08644,0.0015927
17.032465,16.02926,15.611313,15.374888,15.164827,2,0.0364111,7.7183e-05
18.88596,18.66645,18.55358,18.303093,18.32701,3,1.61801,0.00180473
18.648628,16.79652,15.941207,15.531574,15.210797,2,0.0531669,0.000163537
18.191704,16.70546,16.103456,15.741508,15.510728,2,0.0674257,0.000159334
19.127363,17.45061,16.64982,16.251657,15.92672,2,0.0674598,0.000139706
17.881716,16.749523,16.09926,15.692022,15.361552,2,0.0459224,7.82246e-05
19.237963,18.98673,18.791046,18.731892,18.708286,3,1.20338,0.00137182
18.744947,16.913538,15.968821,15.505617,15.162093,2,0.0775629,0.000158501
19.112448,18.86923,18.8364,18.650684,18.698282,3,1.59978,0.00223945
18.797558,17.592175,17.088139,16.791449,16.577333,2,0.0285642,7.68438e-05
19.536926,18.044151,17.13038,16.627224,16.164717,2,0.0291069,0.000107623
17.821907,15.976312,15.091263,14.652222,14.290934,2,0.0802381,0.000162096
19.138987,18.423874,18.420551,18.340515,18.066183,4,2.29028,0.00174529
19.105545,18.010456,17.601332,17.316586,17.139116,2,0.073587,8.04322e-05
19.050592,17.890715,17.455992,17.176764,17.041414,2,0.040182,9.95268e-05
19.475937,17.463335,16.457752,15.986173,15.6207485,2,0.0984061,0.000157123
19.14812,18.493639,18.426329,18.386753,18.111048,4,2.4472,0.00121366
18.67797,17.808872,17.229834,16.81538,16.618166,2,0.097888,0.00106011
19.516153,18.243124,17.700075,17.32352,17.194546,2,0.0682219,7.42233e-05
18.552382,17.342405,16.913984,16.663025,16.47755,2,0.0457237,9.03579e-05
16.189194,14.142738,13.251798,12.805257,12.467782,2,0.0291102,0.000233281
19.294018,18.324808,17.719381,17.33641,17.112984,2,0.148611,9.94288e-05
19.51681,17.86269,17.027245,16.595833,16.294302,2,0.103256,0.000163363
18.990295,17.557129,16.837187,16.487066,16.182577,2,0.0479684,8.90049e-05
17.017818,15.883007,15.287919,14.966944,14.712851,2,0.0297416,0.000109525
19.476055,18.043497,17.07951,16.66518,16.414604,2,0.152722,0.0010057
19.274042,18.04803,17.36696,16.978573,16.761904,2,0.138031,0.000111842
18.999855,17.75788,17.18897,16.85126,16.728666,2,0.055924,9.53838e-05
18.186087,16.26037,15.539483,15.222904,14.974504,2,0.0542986,0.000153204
19.200388,17.735716,17.012259,16.640276,16.415638,2,0.0775033,0.00014604
18.198515,17.019444,16.369701,16.051844,15.797241,2,0.0321525,8.27171e-05
19.08385,17.934355,17.488974,17.176552,16.973839,2,0.0323104,7.65245e-05
19.562086,17.866236,16.712444,16.239553,15.885922,2,0.153091,0.000168188
18.741083,16.832064,15.8837385,15.443804,15.07944,2,0.0608576,0.000184078
18.440586,17.34923,17.205347,17.077377,17.124609,2,0.0321291,8.40366e-05
19.291162,18.627542,18.61324,18.232073,18.316113,2,0.060947,0.000826306
19.396221,17.452639,16.441929,15.967291,15.554559,2,0.0961332,0.000130615
18.262434,16.33231,15.422544,15.00005,14.679076,2,0.0610394,0.000159605
17.902609,16.681831,16.182701,15.795198,15.570293,2,0.0612873,8.01921e-05
18.075651,16.450848,15.748113,15.375204,15.13081,2,0.0255492,0.000154053
19.532574,18.244467,17.676723,17.274406,16.987223,2,0.0719426,8.41673e-05
